object_id,short_description,observing_notes,best_seen,difficulty_naked_eye,difficulty_binocular,difficulty_small_scope,difficulty_medium_scope,difficulty_large_scope
"ngc-NGC1512","NGC 1512 è una spirale barrata dell'Orologio, vista quasi frontalmente e modellata dall'interazione con la piccola NGC 1510. Il nucleo e la barra formano una chiazza compatta; il vasto anello esterno, pur spettacolare in fotografia, ha contrasto visuale molto basso.","Inquadra entrambe le galassie a bassa potenza, poi aumenta sul centro di NGC 1512; considera l'anello esterno un obiettivo da grande apertura e cielo impeccabile.","Notti senza Luna attorno alla culminazione, dall'emisfero australe","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1532","NGC 1532 è una spirale vista quasi di taglio nell'Eridano, deformata dalla compagna ellittica NGC 1531. Il disco si estende per oltre 11′ come un fuso sottile con rigonfiamento centrale e estremità diseguali.","Parti a basso ingrandimento per contenere la coppia e tutto il disco; con un'apertura maggiore confronta le due estremità e cerca la piccola compagna accanto al bulge.","Inverno, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1566","NGC 1566 è una spirale quasi frontale del Dorado, con nucleo attivo e due bracci principali ben disegnati nelle immagini. Visualmente il centro è evidente dentro un disco ampio e soffuso; gli accenni di spirale compaiono solo in condizioni eccellenti.","Usa un campo medio-basso per il disco di circa 7′ e lascia il nucleo fuori dalla visione diretta quando cerchi variazioni nei bracci.","Notti senza Luna attorno alla culminazione, dall'emisfero australe","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC1672","NGC 1672 è una spirale barrata del Dorado, quasi frontale, con un nucleo attivo e intensa formazione stellare alle estremità della barra. All'oculare il centro e la barra corta precedono il debole disco tondeggiante.","A ingrandimento medio fissa l'asse della barra, poi riduci la potenza per seguire l'alone di circa 6′; la trasparenza conta più di un filtro.","Notti senza Luna attorno alla culminazione, dall'emisfero australe","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1808","NGC 1808 è una spirale barrata e polverosa della Colomba, sede di un vigoroso starburst centrale. Il profilo stretto di circa 5′ ha un nucleo compatto e una superficie irregolare, più facile da riconoscere di molti dischi frontali della stessa magnitudine.","Usa un ingrandimento medio sul nucleo e cerca la tessitura disomogenea lungo l'asse maggiore; un cielo australe trasparente è determinante.","Inverno, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC2683","NGC 2683, detta Galassia UFO, è una spirale della Lince vista quasi di taglio. È un fuso luminoso lungo circa 9′, con bulge centrale marcato e bordi affusolati; la fascia di polveri diventa percepibile con diametri maggiori.","Un piccolo telescopio rende bene il profilo a ingrandimento medio; con un'apertura maggiore aumenta gradualmente e confronta i due lati del nucleo per cercare la polvere.","Fine inverno e primavera, nelle notti senza Luna","Non realistico","Difficile","Facile","Facile","Facile"
"ngc-NGC2841","NGC 2841 è una spirale flocculenta dell'Orsa Maggiore, inclinata abbastanza da mostrare un ovale compatto. Possiede un nucleo brillante e un disco liscio all'inizio; le chiazze dei molti bracci corti richiedono pazienza e apertura.","Centra il nucleo a potenza media, poi usa la visione distolta lungo l'asse maggiore per ampliare il disco fino a circa 7′.","Fine inverno e primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC2903","NGC 2903 è una grande spirale barrata del Leone, tra le galassie più luminose escluse dal catalogo Messier. Piccoli telescopi mostrano un nucleo intenso in un alone allungato; strumenti medi rivelano una barra e condensazioni nel disco.","Inizia a basso ingrandimento per includere quasi 12′ di alone, poi sali sul centro e prova a distinguere le zone più luminose lungo la barra.","Fine inverno e primavera, nelle notti senza Luna","Non realistico","Difficile","Facile","Facile","Facile"
"ngc-NGC2976","NGC 2976 è una galassia nana peculiare del gruppo di M81 nell'Orsa Maggiore. Ha un profilo rettangolare e diffuso, privo di un nucleo dominante; la luce irregolare si perde facilmente in un fondo cielo chiaro.","Usa poco ingrandimento e un campo che conservi stelle di riferimento; la visione distolta aiuta a definire i bordi smussati e l'orientamento del disco.","Fine inverno e primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC2997","NGC 2997 è una spirale frontale della Macchina Pneumatica, dominata da due bracci principali avvolti attorno a un piccolo nucleo. L'ampio disco supera 10′: la magnitudine integrata è favorevole, ma la struttura emerge soltanto con cielo australe molto scuro.","Usa la minima potenza che scurisca ancora il fondo e osserva a lungo; individua il nucleo, poi cerca discontinuità nei bracci con visione distolta.","Notti senza Luna attorno alla culminazione, favorita dalle latitudini australi","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC3077","NGC 3077 è una piccola galassia peculiare del gruppo di M81. Visivamente somiglia a un ovale luminoso e leggermente irregolare, con condensazione centrale; le tracce dell'interazione con M81 e M82 si estendono ben oltre ciò che mostra l'oculare.","Osservala nello stesso itinerario di M81 e M82: un campo medio ne definisce il profilo, mentre più ingrandimento mette alla prova l'irregolarità del centro.","Fine inverno e primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC3184","NGC 3184 è una spirale quasi perfettamente frontale nell'Orsa Maggiore. Il disco rotondo di oltre 7′ ha un nucleo piccolo e bracci frammentati; la bassa luminosità superficiale la rende più sfuggente della magnitudine totale.","Rimani a basso ingrandimento e usa stelle vicine per fissare la posizione; dopo aver visto il centro, lascia emergere il disco con movimenti minimi e visione distolta.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC3344","NGC 3344 è una spirale quasi frontale del Leone Minore, con barra sottile e sistemi di anelli. Mostra un nucleo puntiforme entro un alone circolare molto tenue; la struttura anulare è più difficile del semplice rilevamento della galassia.","Usa poco ingrandimento per il disco di circa 7′, poi una potenza media per controllare se il centro si allunga; evita qualunque filtro nebulare.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC3521","NGC 3521 è una luminosa spirale flocculenta del Leone, inclinata rispetto alla nostra linea di vista. Un nucleo forte e un ampio alone ovale sono facili in piccoli strumenti; polvere e bracci a fiocchi danno al disco una tessitura irregolare con aperture maggiori.","A ingrandimento medio separa il bulge dal disco, quindi osserva i due bordi dell'alone alternando visione diretta e distolta.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Facile","Facile","Facile"
"ngc-NGC3621","NGC 3621 è una spirale quasi priva di bulge nell'Idra, con un disco ampio quasi 10′ e formazione stellare diffusa. Visualmente appare come un ovale morbido con centro poco pronunciato, quindi richiede più trasparenza di quanto suggerisca la magnitudine 9,6.","Osservala a bassa potenza, mantenendo cielo libero attorno al disco; la visione distolta e un'accurata schermatura dalle luci aiutano più dell'ingrandimento.","Primavera, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC3628","NGC 3628, la Galassia Hamburger, è la componente vista di taglio del Tripletto del Leone. Il disco lungo circa 11′ è attraversato da una fascia scura, mentre il bulge appare diviso in due lobi nelle aperture adeguate.","Usa un campo largo per confrontarla con M65 e M66, poi passa a un ingrandimento medio su NGC 3628 per seguire la banda di polveri.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC3923","NGC 3923 è una grande galassia ellittica dell'Idra, famosa per un sistema di gusci concentrici. All'oculare prevale un alone ovale regolare con centro luminoso; i gusci esterni hanno luminosità superficiale estremamente bassa e non vanno confusi con il profilo principale.","Usa un ingrandimento medio per gradare nucleo e alone; considera i gusci una sfida da grande apertura, cielo perfetto e confronto con immagini profonde.","Primavera, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4214","NGC 4214 è una galassia nana irregolare nei Cani da Caccia e un laboratorio di formazione stellare vicino. Non ha un nucleo simmetrico: appare come una nube allungata e chiazzata, con alcune condensazioni che reagiscono bene a ingrandimenti moderati.","Trovala a bassa potenza, quindi aumenta finché le zone luminose restano contrastate; annota la forma irregolare invece di cercare bracci a spirale.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4216","NGC 4216 è una grande spirale del nucleo dell'ammasso della Vergine, vista quasi di taglio. Il disco sottile attraversa un bulge brillante e può mostrare una debole fascia di polveri; numerose galassie minori arricchiscono il campo.","Inquadra prima il fuso completo a potenza medio-bassa, poi aumenta sul bulge e confronta entrambi i lati del disco; un atlante aiuta a identificare le compagne.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC4395","NGC 4395 è una galassia nana a spirale nei Cani da Caccia, quasi frontale e a luminosità superficiale molto bassa. Il suo nucleo attivo è fisicamente notevole ma visualmente debole; ciò che si cerca è soprattutto un'estesa luminescenza irregolare.","Scegli un sito molto buio, usa basso ingrandimento e muovi appena il campo; non aspettarti che il nucleo attivo appaia come un punto brillante.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC4414","NGC 4414 è una spirale flocculenta non barrata nella Chioma di Berenice. La sua inclinazione concentra la luce in un ovale con centro deciso; le corsie di polvere e i segmenti di braccio producono una sottile marezzatura in telescopi grandi.","Usa un ingrandimento medio per distinguere nucleo e disco, quindi osserva a lungo i bordi per cercare variazioni di contrasto senza filtri.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC4490","NGC 4490, la Galassia Bozzolo, è una spirale peculiare nei Cani da Caccia in interazione con NGC 4485. È un oggetto allungato, luminoso e asimmetrico; la piccola compagna si trova presso un'estremità e richiede più attenzione.","A ingrandimento medio segui l'asse di NGC 4490 e cerca NGC 4485 sul lato settentrionale; aperture maggiori mostrano meglio nodi e deformazioni.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4526","NGC 4526 è una luminosa galassia lenticolare dell'ammasso della Vergine, vista molto inclinata. Il bulge intenso è avvolto da un disco sottile e regolare; una fascia di polveri taglia la regione centrale e diventa evidente con buon diametro.","Usa un ingrandimento medio-alto sul centro mantenendo il fondo scuro; confronta i bordi del disco e cerca la sottile linea di assorbimento attraverso il bulge.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Facile","Facile","Facile"
"ngc-NGC4535","NGC 4535 è una grande spirale quasi frontale della Vergine, soprannominata Galassia Perduta per l'aspetto evanescente nei piccoli telescopi. Il nucleo è modesto e il disco di circa 8′ si confonde rapidamente con un fondo luminoso.","Usa poco ingrandimento, una mappa precisa e visione distolta; dopo il rilevamento prova una potenza media soltanto per cercare la barra centrale.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC4654","NGC 4654 è una spirale asimmetrica dell'ammasso della Vergine. Il nucleo è spostato rispetto a un disco ovale e un lato sembra più esteso: la differenza nasce da perturbazioni che agiscono sia sulle stelle sia sul gas.","Osservala a ingrandimento medio e confronta sistematicamente i due lati del nucleo; la visione distolta aiuta a seguire il prolungamento più tenue.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC4696","NGC 4696 è la galassia ellittica gigante al centro dell'ammasso del Centauro. All'oculare è un alone ovale regolare con nucleo forte, immerso in un campo di galassie più deboli; le complesse corsie di polvere centrali restano un dettaglio difficile.","Usa un ingrandimento medio per staccare l'alone dal fondo e poi sali sul nucleo; una carta profonda evita di confondere i membri dell'ammasso.","Notti senza Luna attorno alla culminazione, favorita dalle latitudini australi","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC4725","NGC 4725 è una grande spirale barrata della Chioma di Berenice, insolita per il suo unico braccio principale e l'anello molto esteso. Il nucleo e la barra centrale sono relativamente brillanti, mentre la struttura esterna di quasi 10′ ha basso contrasto.","Centra la regione interna a ingrandimento medio, poi riduci la potenza e usa la visione distolta per cercare l'anello e l'asimmetria del braccio.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4753","NGC 4753 è una galassia lenticolare peculiare nella Vergine, inclinata e attraversata da corsie di polvere contorte. Piccoli telescopi mostrano un ovale luminoso con nucleo deciso; il disegno irregolare della polvere richiede aperture maggiori.","A potenza media definisci bulge e asse maggiore, poi aumenta gradualmente per cercare zone scure non simmetriche davanti al centro.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4762","NGC 4762 è una galassia lenticolare della Vergine vista quasi esattamente di taglio. Il disco sottile si estende per oltre 8′ attorno a un bulge brillante, creando un profilo a lama netto ma privo di bracci visibili.","Usa un campo medio per seguire entrambe le estremità del disco; più ingrandimento evidenzia il rigonfiamento centrale e il brusco assottigliamento esterno.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC5068","NGC 5068 è una spirale barrata quasi frontale nella Vergine, vicina e ricca di regioni di formazione stellare. Il suo disco ampio e disordinato ha bassa luminosità superficiale: visualmente si colgono prima la barra decentrata e alcune condensazioni.","Osservala a bassa potenza sotto un cielo meridionale trasparente; usa la visione distolta per unire le chiazze in un unico profilo galattico.","Primavera, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC5253","NGC 5253 è una galassia nana compatta azzurra del Centauro, dominata da un intenso episodio di formazione stellare. All'oculare appare piccola, allungata e concentrata verso il centro, con un profilo meno regolare di una classica ellittica.","Usa un ingrandimento medio per separare il nucleo stellareggiante dall'alone; con un'apertura maggiore cerca la forma irregolare, non bracci definiti.","Notti senza Luna attorno alla culminazione, favorita dalle latitudini australi","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC5907","NGC 5907, la Galassia Lama di Coltello, è una spirale del Drago vista quasi perfettamente di taglio. Si presenta come un fuso sottilissimo lungo oltre 11′; il nucleo poco prominente e la fascia di polveri rendono un bordo più netto dell'altro.","Usa un ingrandimento medio-basso e un campo sufficiente a contenere tutta la lama, poi aumenta per confrontare i due bordi e cercare la fascia di polveri con visione distolta.","Estate, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC6503","NGC 6503 è una spirale nana isolata nel Drago, osservata inclinata sul bordo del Vuoto Locale. Il disco stretto di circa 6′ ha luminosità abbastanza uniforme e una condensazione centrale discreta, risultando accessibile a telescopi medi sotto cielo buio.","A ingrandimento medio segui il profilo allungato e cerca chiazze nel disco; una potenza eccessiva disperde rapidamente la sua luce superficiale.","Estate, nelle notti senza Luna","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC7217","NGC 7217 è una spirale quasi frontale di Pegaso, notevole per più anelli concentrici pur senza una barra evidente. Visualmente mostra un nucleo brillante in un alone quasi circolare; gli anelli richiedono grande apertura e contrasto eccellente.","Usa un ingrandimento medio sul nucleo, poi abbassalo per l'alone di circa 4,5′; cerca sottili cambi di luminosità radiale anziché linee nette.","Autunno, nelle notti senza Luna","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC7424","NGC 7424 è una spirale barrata frontale della Gru, con bracci aperti e numerose regioni di formazione stellare. Il disco diffuso è più vasto della parte subito evidente all'oculare: un piccolo centro e deboli condensazioni affiorano dal fondo.","Osservala a bassa potenza da latitudini australi, lasciando molto cielo attorno; solo dopo il rilevamento prova un ingrandimento medio sui nodi più luminosi.","Notti senza Luna tra agosto e novembre, dall'emisfero australe","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC7793","NGC 7793 è una spirale flocculenta dello Scultore, vicina e larga oltre 10′. I suoi bracci frammentati non formano un disegno regolare: visualmente appare come un ampio chiarore granuloso con nucleo poco dominante.","Usa un binocolo grande o un telescopio a bassi ingrandimenti sotto un cielo australe buio; cerca variazioni di superficie invece di un singolo centro brillante.","Notti senza Luna tra agosto e novembre, favorita dalle latitudini australi","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC404","NGC 404, il Fantasma di Mirach, è una piccola galassia lenticolare nana in Andromeda, quasi sovrapposta nel cielo alla brillante stella Mirach. Nonostante la magnitudine integrata favorevole, all'oculare è un tenue alone tondeggiante soffocato dal bagliore della stella.","Porta Mirach appena fuori dal campo e usa un ingrandimento medio per attenuarne la luce parassita; la visione distolta rivela meglio l'alone, mentre i filtri nebulari non aiutano.","Autunno, in una notte limpida e senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC1156","NGC 1156 è una galassia nana irregolare dell'Ariete, isolata e punteggiata da zone di formazione stellare. Nel telescopio appare come un piccolo chiarore rettangolare o ovale, con una superficie irregolare più evidente del suo debole addensamento centrale.","Individua prima l'intero alone a potenza medio-bassa, poi aumenta gradualmente per cercare le condensazioni; un cielo trasparente conta più di un forte ingrandimento.","Autunno e inizio inverno, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1266","NGC 1266 è una lenticolare compatta dell'Eridano, piccola e molto debole in luce visibile. Anche con buona apertura resta un ovale minuto e concentrato, senza la struttura estesa tipica delle spirali più accessibili.","Serve un cielo buio e un telescopio di grande apertura; alterna ingrandimenti medi e medio-alti per distinguere il minuscolo alone dalle stelle di campo.","Tardo autunno e inverno, vicino alla culminazione","Non realistico","Non realistico","Non realistico","Difficile","Media"
"ngc-NGC1511","NGC 1511 è una spirale australe vista quasi di taglio nell'Idro, deformata e ricca di formazione stellare. Si mostra come un fuso di circa 4′, con centro brillante, estremità diseguali e una tessitura che può apparire irregolare nelle aperture maggiori.","Un ingrandimento medio separa il rigonfiamento centrale dal disco sottile; con visione distolta confronta le due estremità, senza aspettarti bracci distinti.","Estate australe, in una notte senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1559","NGC 1559 è una spirale barrata del Reticolo, moderatamente inclinata e sorprendentemente attiva nonostante il suo isolamento. All'oculare offre un alone ovale di circa 4′, un nucleo netto e, sotto cieli eccellenti, accenni asimmetrici nel disco.","Comincia a potenza medio-bassa per delimitare il disco; passa poi a un ingrandimento medio sul nucleo e sulle disuniformità, meglio percepite con visione distolta.","Da novembre a febbraio, favorita dalle latitudini australi","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC1705","NGC 1705 è una galassia nana compatta e irregolare del Pittore, dominata da un giovane ammasso centrale. Visualmente è un piccolo alone quasi rotondo, concentrato e stellareggiante al centro, più facile da rilevare di quanto suggeriscano le sue dimensioni ridotte.","Usa un ingrandimento medio-alto per separare il nucleo compatto dall'alone; il dettaglio utile è il gradiente di luminosità, non una forma spiraliforme.","Estate australe, nelle notti scure","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1792","NGC 1792 è una spirale polverosa e ricca di formazione stellare nella Colomba, osservata fortemente inclinata. Il suo disco di oltre 5′ appare come un fuso largo e granuloso, con un centro non troppo dominante e chiazze irregolari nelle aperture maggiori.","Mantieni inizialmente tutto il disco nel campo a basso ingrandimento, poi esplora la superficie a potenza media per cogliere le zone più luminose e i bordi diseguali.","Da dicembre a marzo, favorita dai cieli meridionali","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC1961","NGC 1961 è una grande spirale peculiare della Giraffa, distorta e dominata da un braccio molto più ampio degli altri. La luminosità è dispersa in un alone ovale di oltre 4′: il nucleo è percepibile, ma l'asimmetria richiede cielo buio e buona apertura.","A bassa potenza cerca l'estensione completa, quindi usa un ingrandimento medio e la visione distolta per confrontare i due lati del nucleo e riconoscere quello più pieno.","Inverno, nelle notti senza Luna; circumpolare a molte latitudini nord","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC2146","NGC 2146 è una galassia starburst della Giraffa, inclinata e attraversata da polveri che ne deformano l'aspetto. Nel telescopio è un ovale ampio e luminoso, con una regione centrale allungata e una superficie meno regolare di una normale spirale di taglio.","La galassia tollera un ingrandimento medio: cerca prima il nucleo allungato, poi le variazioni nel disco; una notte trasparente aiuta a seguirne il profilo quasi quadrangolare.","Inverno, alta nel cielo boreale","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC2442","NGC 2442, la Galassia Gancio da Macellaio, è una spirale barrata australe dai bracci fortemente asimmetrici. All'oculare il suo chiarore di circa 5′ può sembrare piegato o sbilanciato attorno a un nucleo compatto, mentre la forma a uncino fotografica resta un dettaglio impegnativo.","Un campo medio consente di giudicare l'asimmetria complessiva; con aperture grandi aumenta la potenza sul lato più luminoso e cerca deboli condensazioni lungo il disco.","Da dicembre ad aprile, dalle latitudini australi","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC3079","NGC 3079 è una grande spirale dell'Orsa Maggiore vista quasi perfettamente di taglio. Si stende per oltre 8′ come una lama sottile con un rigonfiamento centrale evidente; polveri e struttura irregolare rendono i due bordi leggermente diversi.","Scegli un campo abbastanza largo da contenere il fuso intero, quindi sali a un ingrandimento medio per esaminare il nucleo e il bordo più netto del disco.","Primavera, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC3310","NGC 3310 è una spirale peculiare e starburst dell'Orsa Maggiore, compatta ma costellata di giovani ammassi. Nell'oculare appare quasi rotonda, con un centro brillante e un piccolo alone che può acquistare una tessitura granulosa nei telescopi grandi.","Prova potenze medio-alte: la forte concentrazione centrale regge l'ingrandimento, mentre la visione distolta aiuta a separare il nucleo dall'alone irregolare.","Primavera, alta nel cielo boreale","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC3370","NGC 3370 è una spirale del Leone vista quasi frontalmente, con bracci delicati e un piccolo rigonfiamento centrale. La luce è distribuita in un ovale di circa 2,5′: il nucleo emerge per primo, mentre il disco e la trama dei bracci richiedono contrasto elevato.","Rileva il nucleo a ingrandimento medio, poi riduci leggermente la potenza per recuperare l'alone; con grande apertura cerca discontinuità tenui, non bracci nettamente tracciati.","Primavera, nelle notti scure","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC3718","NGC 3718 è una spirale peculiare dell'Orsa Maggiore, con disco fortemente incurvato e una fascia di polveri che attraversa il nucleo. Visualmente è un alone ovale luminoso e insolito; l'aspetto contorto si traduce in un centro irregolare più che in bracci riconoscibili.","A potenza media esamina la regione centrale e cerca un'interruzione obliqua nel chiarore; lascia spazio nel campo per confrontarla con la vicina NGC 3729.","Primavera, alta nel cielo boreale","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4102","NGC 4102 è una spirale barrata dell'Orsa Maggiore, inclinata e dotata di un nucleo attivo molto compatto. Al telescopio il centro ad alta luminosità superficiale domina un piccolo alone allungato, mentre il disco esterno resta più sfuggente.","Un ingrandimento medio-alto mette in risalto il nucleo quasi stellare; torna a una potenza inferiore e usa la visione distolta per estendere l'alone lungo il suo asse maggiore.","Primavera, nelle notti limpide","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC4314","NGC 4314 è una spirale barrata quasi frontale nella Chioma di Berenice. La barra e il nucleo formano un centro ovale brillante, circondato da un disco più tenue nel quale l'anello interno e i bracci sono riservati a cieli eccellenti e grandi aperture.","Concentrati prima sull'allungamento della barra a ingrandimento medio; abbassa poi la potenza per seguire il disco esterno e cerca un sottile cambio di luminosità attorno al nucleo.","Primavera, nelle notti senza Luna","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC4388","NGC 4388 è una spirale attiva dell'ammasso della Vergine, vista quasi di taglio. Nel campo appare come un fuso stretto di oltre 5′, con un nucleo intenso e un disco molto sottile che contrasta bene con le galassie più tondeggianti della zona.","Usa un ingrandimento medio per staccare il nucleo dal disco e segui quest'ultimo con visione distolta; un campo moderato aiuta a riconoscere le vicine galassie della Vergine senza confonderle.","Primavera, in una notte trasparente e senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC4666","NGC 4666 è una spirale starburst della Vergine osservata quasi di taglio. Il disco, lungo circa 5′, forma un alone affusolato e un po' spesso, con centro brillante e una superficie irregolare dovuta alle intense regioni di formazione stellare.","A potenza medio-bassa delimita le estremità del disco; un successivo aumento permette di confrontare il centro con le chiazze più deboli, senza beneficio dai filtri nebulari.","Primavera, nelle notti buie","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC5084","NGC 5084 è una grande galassia lenticolare della Vergine vista di taglio, con un disco che sfiora i 10′ e un rigonfiamento centrale marcato. La sua sagoma lunga e sottile è accessibile, ma le estensioni esterne richiedono un cielo molto scuro.","Inizia con poca potenza per contenere l'intera galassia; usa poi un ingrandimento medio sul bulge e sulla sottile fascia equatoriale, facendo attenzione a non perdere le estremità diffuse.","Primavera, favorita dalle latitudini meridionali","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC5102","NGC 5102 è una lenticolare vicina del Centauro, estesa per quasi 10′ ma con gran parte della luce raccolta attorno al nucleo. All'oculare mostra un centro brillante immerso in un fuso largo e tenue, più lungo di quanto sembri alla prima occhiata.","Un binocolo grande può cogliere il nucleo sotto un cielo australe; al telescopio usa poca potenza per inseguire l'alone e un ingrandimento medio per definirne il centro.","Da marzo a giugno, favorita dall'emisfero australe","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC5746","NGC 5746 è una massiccia spirale della Vergine vista quasi perfettamente di taglio. Il disco di oltre 7′ è una lama sottile attorno a un rigonfiamento squadrato; nelle aperture maggiori una fascia di polveri incide il piano galattico.","Osservala prima a potenza medio-bassa per apprezzare le proporzioni estreme, poi aumenta sul rigonfiamento centrale e cerca la linea scura lungo il bordo del disco.","Primavera e inizio estate, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC6000","NGC 6000 è una spirale barrata e starburst dello Scorpione, compatta, polverosa e molto bassa per gli osservatori boreali. Visualmente resta un piccolo alone quasi rotondo con centro condensato; la struttura della barra non è un dettaglio facile.","Attendi il passaggio al meridiano e usa un ingrandimento medio su un orizzonte meridionale limpido; aperture grandi sono decisive per separare l'alone dalle stelle vicine.","Da maggio ad agosto, alla culminazione; favorita dalle latitudini australi","Non realistico","Non realistico","Non realistico","Difficile","Media"
"ngc-NGC6951","NGC 6951 è una spirale barrata quasi frontale in Cefeo, con nucleo attivo e formazione stellare disposta in un anello centrale. All'oculare si presenta come un piccolo ovale con centro netto; la barra e il disco esterno emergono solo con contrasto elevato.","Sfrutta la sua alta declinazione in una notte scura: potenza media sul nucleo, poi visione distolta e un campo un po' più ampio per cercare l'allungamento della barra.","Fine estate e autunno; circumpolare a molte latitudini nord","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC7496","NGC 7496 è una spirale barrata polverosa della Gru, vista quasi frontalmente e dotata di un nucleo attivo. La sua luce si distribuisce in un ovale diffuso di oltre 3′: il centro è il riferimento più sicuro, mentre barra e bracci sono difficili in visuale.","Un cielo australe molto buio e poca potenza aiutano a raccogliere il disco a bassa luminosità superficiale; aumenta solo dopo aver fissato la posizione del nucleo.","Da agosto a novembre, favorita dall'emisfero australe","Non realistico","Non realistico","Non realistico","Difficile","Media"
"ngc-NGC7727","NGC 7727 è una galassia peculiare dell'Acquario, residuo di una fusione con gusci e correnti stellari deformati. Nel telescopio mostra un alone ovale piuttosto brillante e un centro irregolare; le deboli strutture esterne richiedono grande apertura e cielo scuro.","A ingrandimento medio studia la regione nucleare, che può sembrare asimmetrica; passa poi a una potenza inferiore per cercare le estensioni arcuate attorno al corpo principale.","Fine estate e autunno, nelle notti senza Luna","Non realistico","Non realistico","Media","Facile","Facile"
